Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,action,Press a,"During the boot sequence, U-Boot starts interacting via serial (GPIO14 and GPIO15, pins 8 and 10 respectively, on the 40-pin GPIO header). Press a key to interrupt the sequence, then type ""boot"" to continue it. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,action,Perform a,"Perform a large (300-600MB) file copy to USB storage Generate a large (500MB) file: dd if=/dev/urandom of=rubbish bs=1M count=500Insert a USB stick (appropriately sized) into a spare USB portMake a mount directory: sudo mkdir /mnt/stickMount the stick: sudo mount /dev/sda1 /mnt/stick(modify mount-point as necessary; check sudo dmesgoutput if unsure)Copy the file: sudo cp rubbish /mnt/stick/Unmount the stick: sudo umount /mnt/stickRemove the stick from the USB portRe-insert the stick into the USB portRe-mount the stick: sudo mount /dev/sda1 /mnt/stick(again, adjust mount-point as necessary)Compare the copied file to that on the stick: cmp rubbish /mnt/stick/rubbish"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,action,Generate a,"Perform a large (300-600MB) file copy to USB storage Generate a large (500MB) file: dd if=/dev/urandom of=rubbish bs=1M count=500Insert a USB stick (appropriately sized) into a spare USB portMake a mount directory: sudo mkdir /mnt/stickMount the stick: sudo mount /dev/sda1 /mnt/stick(modify mount-point as necessary; check sudo dmesgoutput if unsure)Copy the file: sudo cp rubbish /mnt/stick/Unmount the stick: sudo umount /mnt/stickRemove the stick from the USB portRe-insert the stick into the USB portRe-mount the stick: sudo mount /dev/sda1 /mnt/stick(again, adjust mount-point as necessary)Compare the copied file to that on the stick: cmp rubbish /mnt/stick/rubbish"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,action,Connect a,Connect a USB keyboard to one of the USB2 (black) ports 
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,action,Connect a,Connect a USB keyboard to one of the USB3 (blue) ports 
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,verification,including a,"Check that the U-Boot prompt (including a two-second wait) appears on the primary monitor connected to the Pi, that the keyboard will interrupt the sequence, and that boot successfully concludes after resumption. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,verification,including a,"Check that the U-Boot prompt (including a two-second wait) appears on the attached serial console, that the keyboard will interrupt the sequence, and that boot successfully concludes after resumption. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,verification,have a,"The ""eth0"" interface should have a DHCP assigned IP address and you should be able to ping google.com "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,verification,have a,"The ""wlan0"" interface should have a DHCP assigned IP address and you should be able to ping google.com "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,indefinite pronoun,action,anything,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,indefinite pronoun,action,anything,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,indefinite pronoun,action,anything,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,indefinite pronoun,verification,nothing,cmpreturns 0 and outputs nothing indicating the files are identical 
../testcases/image/1715_Degraded RAID1 (Server live),0,Conditional Test Logic,dependent clause,action,If,"If it already has partitions, select ""Reformat"" from the menu"
../testcases/image/1715_Degraded RAID1 (Server live),0,Eager Action,multiple actions,action,"[Leave, and select, ""Leave]","Leave size blank and select ""Leave unformatted"" for the format"
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,Boot up the image in UEFI mode in a system or VM with at least two disks attached.
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,Choose the desired language
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,"On the network configuration screen, just select Done (it should be selected by default)"
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,"On the filesystem setup screen, select ""Manual"""
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,Create a partition on two drives. For each drive: 
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,"If it already has partitions, select ""Reformat"" from the menu"
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,"Select ""Add partition"" from the menu"
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,"Leave size blank and select ""Leave unformatted"" for the format"
../testcases/image/1715_Degraded RAID1 (Server live),0,Unverified Action,,action,,Click Done
../testcases/image/1715_Degraded RAID1 (Server live),0,Ambiguous Test,verb + indefinite determiner,action,Create a,Create a partition on two drives. For each drive: 
../testcases/image/1715_Degraded RAID1 (Server live),1,Eager Action,multiple actions,action,"[Select, and choose]","Select the md0 device and choose ""Format"" from the menu"
../testcases/image/1715_Degraded RAID1 (Server live),1,Eager Action,multiple actions,action,"[/. Select, Select]",The default should be to format as ext4 and mount at /. Select Done
../testcases/image/1715_Degraded RAID1 (Server live),1,Unverified Action,,action,,"Select the ""Create software RAID (md)"" button"
../testcases/image/1715_Degraded RAID1 (Server live),1,Unverified Action,,action,,"Select the two partitions you created to be part of the RAID (they should be the only available options, unless the machine has more than two disks)"
../testcases/image/1715_Degraded RAID1 (Server live),1,Unverified Action,,action,,Select create
../testcases/image/1715_Degraded RAID1 (Server live),1,Unverified Action,,action,,"Select the md0 device and choose ""Format"" from the menu"
../testcases/image/1715_Degraded RAID1 (Server live),1,Unverified Action,,action,,The default should be to format as ext4 and mount at /. Select Done
../testcases/image/1715_Degraded RAID1 (Server live),1,Ambiguous Test,adjective,action,more,"Select the two partitions you created to be part of the RAID (they should be the only available options, unless the machine has more than two disks)"
../testcases/image/1716_Install (entire disk with ZFS),0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 14 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1716_Install (entire disk with ZFS),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1716_Install (entire disk with ZFS),0,Conditional Test Logic,dependent clause,verification,Upon,"Upon login, open a terminal, run the following commands and verify it matches the output"
../testcases/image/1716_Install (entire disk with ZFS),0,Eager Action,multiple actions,action,"[Select, and click, on continue]",Select your keyboard layout and click on continue
../testcases/image/1716_Install (entire disk with ZFS),0,Eager Action,multiple actions,action,"[Note, and install]",Note the state of the 'Erase disk and install FAMILY' radio button
../testcases/image/1716_Install (entire disk with ZFS),0,Eager Action,multiple actions,action,"[Check, and use]",Check 'Erase disk and use ZFS'
../testcases/image/1716_Install (entire disk with ZFS),0,Eager Action,multiple actions,action,"[, skip, screen verify]","If there is only one hard disk, skip to step 14 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
